strategy_name,year_month,return_year_month,hsi_state,state_kr,event_balance_13612w,event_intensity_13612w,event_balance_13612w_label,event_intensity_13612w_label,event_adjustment,adjustment_label,strategy_note,turnover,weight_069500,weight_114260,weight_153130
EW,2012-03,2012-04,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-04,2012-05,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-05,2012-06,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-06,2012-07,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-07,2012-08,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-08,2012-09,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-09,2012-10,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-10,2012-11,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-11,2012-12,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2012-12,2013-01,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-01,2013-02,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-02,2013-03,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-03,2013-04,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-04,2013-05,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-05,2013-06,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-06,2013-07,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-07,2013-08,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-08,2013-09,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-09,2013-10,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-10,2013-11,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-11,2013-12,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2013-12,2014-01,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-01,2014-02,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-02,2014-03,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-03,2014-04,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-04,2014-05,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-05,2014-06,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-06,2014-07,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-07,2014-08,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-08,2014-09,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-09,2014-10,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-10,2014-11,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-11,2014-12,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2014-12,2015-01,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-01,2015-02,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-02,2015-03,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-03,2015-04,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-04,2015-05,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-05,2015-06,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-06,2015-07,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-07,2015-08,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-08,2015-09,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-09,2015-10,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-10,2015-11,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-11,2015-12,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2015-12,2016-01,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2016-01,2016-02,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2016-02,2016-03,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
EW,2016-03,2016-04,EW,동일가중,,,,,0.0,equal_weight,동일가중 비교 기준,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
