Date,069500_return,114260_return,153130_return,069500_ma_pos,114260_ma_pos,153130_ma_pos,069500_momentum,114260_momentum,153130_momentum,069500_vol,114260_vol,153130_vol,069500_rs,114260_rs,153130_rs
2012-07-06,-2.5473110096604534,3.3938685724291107,6.553211912919709,-0.7250332466196213,-4.65924032363894,-4.501974255146787,1.021852748812813,-5.159394603672503,-5.215195181205968,0.6313399195586602,2.7336613359900017,-6.373590147903464,,2.2071366887576893,2.209300964661455
2012-07-09,0.3230083487675307,-0.9505556576884586,6.376491561293824,1.1426555970733585,-5.8258302232953945,-4.234077974265934,2.218962362443398,-5.660454466841545,-4.823164452541452,0.03124138214613465,-1.035874547551579,-6.202142055454479,,1.6256915637126506,1.5592864226529923
2012-07-10,-0.0049754105805054,0.9431945573629548,4.070905533135348,1.6331848507431652,-4.756664447763151,-4.256191764039925,3.6619959707150294,-6.268033970733148,-4.799958103589639,-0.059605674343611664,-1.504304926671162,-6.5333566443771325,,-0.5566566588106678,-0.5308470541231065
2012-07-11,0.5589937350101689,-0.6994035929073732,5.094943140029385,1.7003804723940554,-4.9270727470988,-4.001423900618781,2.6667310758249703,-5.666864371351962,-4.709576523768951,-0.13353537217742678,-2.2496485189960174,-6.3065847952676855,,0.014224692301088844,-0.009397746476690842
2012-07-12,2.775384302991445,-9.731421294166248,-5.8987172805497305,4.788228263547929,-10.0,-7.304618090977256,5.020124457638543,-10.0,-6.330116057866022,0.6885380515324818,10.0,10.0,,-2.885314752004986,-2.308512927076103
2012-07-13,0.9388426800446328,-10.0,-9.775795031349407,2.140284607217589,-10.0,-7.843788422843298,3.4135541038298536,-10.0,-6.231372696939427,1.2827177409614672,10.0,10.0,,-1.9224203945234768,-1.3839921948169782
2012-07-16,2.4232549546302873,-10.0,-8.366386036614328,1.1859110367109706,-10.0,-6.763857312230661,3.1697404541288456,-10.0,-5.745187799796586,0.12829888687418428,10.0,10.0,,-1.0932497368351575,-0.5013582076609043
2012-07-17,2.1933404676135253,-10.0,-10.0,0.3225057184776827,-10.0,-6.799738546908691,3.485593185222174,-10.0,-6.0160920418801025,0.17764633651657566,10.0,10.0,,-2.736107505483503,-2.042579333870179
2012-07-18,3.9794889218036205,-10.0,-8.443103723723002,2.3162642920660033,-10.0,-6.325435747820773,4.818854669285184,-10.0,-5.877144151744815,0.30165010779192875,10.0,9.787512021556557,,-4.035393594909867,-3.346776203924308
2012-07-19,1.676942012511835,-10.0,-10.0,-0.8559879019035457,-10.0,-7.380663283170195,3.859771890169823,-10.0,-6.458182430855718,1.1553837293276557,10.0,10.0,,-3.2011910914044996,-2.406450549411908
2012-07-20,-1.3246162867686841,-8.841629739277279,-8.39656505981208,-1.2850969755739916,-9.208788896810539,-6.361923496486712,3.0945451412891227,-9.405876742114598,-5.722588459289778,-1.0382836973943415,10.0,10.0,,-2.1490942188097812,-1.4378712643875269
2012-07-23,-0.7684209975099144,-10.0,-10.0,2.167879766435591,-10.0,-6.869336662998332,2.8487295898503224,-10.0,-6.113414178972815,-0.4765184151334182,10.0,10.0,,-1.397349774814939,-0.5594394480701882
2012-07-24,-1.5728833198731138,-10.0,-9.775594189871267,1.4127440249890988,-10.0,-5.882907688602085,1.5799653484415725,-9.80361041290056,-5.789100730261917,-0.49405341059336705,9.861533147337495,10.0,,0.2438858249507294,1.171248854825342
2012-07-25,-0.18092306803247116,-10.0,-10.0,3.4428802525512765,-10.0,-5.924944822023291,2.4431186253144244,-10.0,-5.985203457893807,-0.06715548671410138,9.525283716854823,9.43125313045484,,-0.6982689534191239,0.39262592773592475
2012-07-26,-0.7431048301805798,-10.0,-10.0,1.9115282216172784,-9.439125925671657,-6.2033972062018226,1.7132311861886214,-9.82634199550913,-6.416492031381892,0.10196940186174352,9.134392721855855,9.0474542617616,,-0.01969849703000056,0.9489972805885681
2012-07-27,-1.6852522569034354,-8.127089153518911,-8.297162178174503,-4.045115937424612,-5.884289757546962,-5.030986831352061,-1.6618725163685755,-7.781306786747751,-5.469731702150628,1.5794632544438638,10.0,9.570260742183994,,3.0980666464979367,3.969718521804949
2012-07-30,-2.8671952987763842,-8.483747517332064,-7.356163098176161,-6.010486867708732,-5.3148189220056405,-4.406374126268944,-1.1376779243200617,-7.482163565074806,-5.121512331082922,1.8543203013791218,9.5294165010717,9.360848755140996,,1.9012773058601542,2.7812119359301937
2012-07-31,-4.260854652089762,-7.688266323312558,-7.816239984386188,-9.856049530507683,-4.572579384596546,-4.044370513811665,-3.607265640201077,-6.985062136687925,-4.973536369983736,2.9219705062511023,9.239987538748686,8.83025476562497,,4.166327462214915,5.154044651966125
2012-08-01,-3.7443679049542764,-6.870685787193186,-6.28535119998808,-9.573680237340461,-4.099689098819105,-3.45599255682688,-2.6455505591754447,-6.7490988907874385,-4.771301179913947,2.8454794792914577,8.93931279000049,8.770104688769056,,3.39039976916321,4.2895038012431685
2012-08-02,-3.224158641030191,-7.118395217517105,-6.79348516243608,-8.205276242308814,-4.9228226189103435,-4.111321645072922,-1.647394156804931,-6.9903438796720145,-4.942549526260269,2.923944407373156,8.678784075229082,8.639470645147277,,2.1784640516261926,3.0607666827864612
2012-08-03,-2.865173444388584,-7.430330021701933,-6.632463276258015,-5.647061305686922,-5.577058886334462,-4.008769911294688,-0.4028125588231741,-7.182735203923809,-4.743675636230077,3.0996851654147397,8.425691431136803,8.357209843284112,,0.8822856683657745,1.7692173613718203
2012-08-06,-6.363760383833875,-6.578934171645448,-5.20133724686189,-9.02851543812392,-4.830322843666498,-3.1844298203409998,-4.908007839847808,-6.4530416906214345,-4.430338937244842,3.701899674174177,8.24592495930271,8.47543003406797,,4.212827724492507,5.1120171215170735
2012-08-07,-6.89526199944393,-6.602689500623333,-5.116643377280875,-8.900596724474193,-4.222863327010604,-3.119960187047714,-5.454712213395206,-6.135124276897878,-4.370128471062625,3.562971367467633,7.960426611056416,8.21263575186492,,5.669294633699521,6.489737652447333
2012-08-08,-7.928481423414304,-6.378466995603079,-3.7394782541120684,-9.882780644047077,-3.837182167140943,-2.3139073642916883,-7.294447304018721,-6.2269831961681374,-3.94488636536714,3.596046404987071,7.750355338201183,8.312868691611383,,6.915508227533081,7.763551515678698
2012-08-09,-10.0,0.6207962717238469,3.5831581520729348,-10.0,-2.3944853391818484,-2.5951659413296073,-10.0,-5.540116096247287,-3.957731657320303,2.9812847796351543,-0.24820237379180626,1.6514087298488689,,9.257598307972955,9.931576848535629
2012-08-10,-10.0,1.454099286447505,6.773486048775204,-10.0,-1.974858905132726,-2.1452483857441207,-10.0,-2.749015278541494,-3.0498510036675466,2.7795458907140547,-0.3323577357591742,1.1057052920094785,,10.0,10.0
2012-08-13,-8.839665856833886,1.7796106595779175,6.000677662451047,-9.694329333174807,-1.352350576244405,-1.703331327951532,-9.858200610385872,-2.6429747216730055,-2.7754192497123875,3.108376155103162,-0.271460706673453,0.8638395055105751,,9.302031583572877,9.25667749078597
2012-08-14,-9.436529985707269,3.437704447230889,8.363572478313058,-10.0,0.4169611870723056,-1.033051062700411,-10.0,-1.479399082348532,-2.500504435507296,3.2498769245305277,0.2511406701613862,1.049825844271887,,9.911597168797824,9.762719796524157
2012-08-16,-10.0,6.274440996764779,8.720186313195335,-9.787114543043435,3.5119533558581506,-0.632865761666286,-10.0,0.2298161511734366,-2.293238846537805,2.3961899123250645,1.7271609905992031,1.1365699016091884,,9.601025692028104,9.224074242285058
2012-08-17,-8.024852891642475,5.83815602960604,10.0,-8.240212048453904,2.913474614177159,-0.029309317898770764,-10.0,0.16558285889211605,-1.7686640773053526,2.3862164364593363,1.7966526058992054,-0.8819374267722961,,9.852700148352922,9.515513389384713
2012-08-20,-7.600798146954397,5.260248080939523,10.0,-7.545174030276093,3.220880821898157,0.06579397155125107,-10.0,0.6077668029590622,-1.4412250023702722,2.419955075226737,1.6725018000783853,-1.1310740464578506,,8.155216489765273,7.811969858648878
2012-08-21,-8.925121998248219,6.537907306246893,10.0,-6.7249394189885,2.592484136113673,0.3763258679559657,-10.0,-0.3762647476320574,-1.366800687906139,0.8899362551247201,0.4927904942723912,-2.3897971198378167,,7.548059762421172,7.319402939200199
2012-08-22,-7.932486224516996,6.80443514240879,10.0,-5.527870928134606,2.8452482863630353,0.18331173288906613,-9.532228945849686,0.7323340847480542,-1.2291087316968186,1.1878781013583437,0.44577872348399544,-2.5069874844403675,,8.689185812258206,8.334552205500886
2012-08-23,-9.095608473324369,6.591506045884378,10.0,-5.580700945550362,0.9807253425690707,-0.27314016026141397,-9.949663408993846,-0.030662457589209692,-1.6715689434265324,0.2796778777781457,0.5305995865067378,-2.492266172202902,,8.417359584205196,8.173170611298161
2012-08-24,-7.2218040875783815,5.621570469691843,10.0,-3.538863996464192,-0.05178729226207776,-0.209943133167329,-8.863336826074647,-0.2281795797877475,-1.1392725905381607,1.2072710404177895,0.8208081279652025,-3.3499229775405457,,8.196636953423269,7.934403793967702
2012-08-27,-4.325961378357023,2.9579082974425708,9.62459045756215,-2.8336406469231146,-0.7670087045435663,-0.14288568593570794,-7.7747694290328155,-0.5751072320481088,-1.0034579714843204,-1.0611336634982118,-0.5624817580959698,-4.017024626780747,,7.1130504794121645,6.917068685640936
2012-08-28,-3.2855705775645614,2.7773634011015327,8.438846077224959,-1.8479349379355636,-6.582283393690953,-10.0,-5.421132624586632,-1.7619092706110273,-1.3215944003071842,-1.2103070586980893,-0.5469898394703444,-3.941319034967889,,4.259982215547597,4.182766410728387
2012-08-29,-1.999806291645966,2.4390050900704745,7.782944756865799,-2.5195497676503997,-6.582933371375701,-9.98972115111125,-5.686952479887272,-1.7148192958660773,-1.6421634232356426,-2.6879655487363783,-0.5433237258921985,-3.8047496977161,,3.890372725757386,3.8126490084848443
2012-08-30,-0.8527475133840186,2.1839411050831106,6.302219245740278,-0.7188931993004388,-6.681136585860749,-9.994286523929462,-3.6381372790233084,-1.5655920240126826,-1.4292389489813615,-1.9171734273601433,-0.5186940672929312,-3.535018014265265,,1.1291514586724531,1.0067586806734197
2012-08-31,-1.1118317316062454,2.734678612680284,6.635608156595733,-0.34232695175696337,-6.992976642250691,-10.0,-3.4641173537614804,-1.7484237419685695,-1.8813349877952805,-2.022883178666613,-0.8430402811660004,-4.145652750999038,,0.8233820441559847,0.7146806806703023
2012-09-03,-2.511349206308953,3.0386989081602374,6.951048186818085,-0.7452696625924451,-7.504383036026464,-9.753761991223353,-5.105867661783491,-1.5375556713158884,-1.4701471430813537,-2.8057976998201806,-1.0493618854716742,-4.1885827777917575,,1.5924377871006783,1.4837964845395588
2012-09-04,-0.5077566755340592,3.0957952356336804,6.394745325447769,-0.3113242855298684,-6.9294036765727895,-9.113159398217192,-4.881768490645056,-1.2066855276848254,-1.2608563348668669,-4.542830066317403,-1.0319613150285398,-4.460893000728946,,2.4905480666136346,2.3115217330398563
2012-09-05,1.2062293895723144,3.152873633267358,7.134164029393906,2.1268469548679,-6.49620531284236,-8.537810782169776,-1.2148715454547026,-1.267827768978399,-1.0506770261329177,-3.027163222829282,-1.0206182071783991,-4.395585441190459,,-0.6297570163218669,-0.8975330634879259
2012-09-06,1.608722157584265,3.2100458830421696,4.893436090907722,1.477818174508432,-6.284506354477696,-8.835622321006603,-0.35516644779107887,-6.71304601507434,-10.0,-3.3512399864653237,-1.0212058495116305,-3.9838319342351776,,-0.4733806530777551,-0.7360697199541175
2012-09-07,0.9251504670158526,3.9059526083387275,5.684170660000854,-2.5903096271320516,-4.035327137180434,-8.492521046198286,-1.8048759894297441,-5.634529083264549,-10.0,-1.43339776526421,-0.2781298391674171,-4.264183938786054,,1.2949037761692401,0.91564033402934
2012-09-10,1.2560432863226625,3.6305941673943316,6.025491407109131,-2.362843901009955,-4.025090150023669,-7.768182208187216,-0.9914103845574354,-5.729351916110506,-10.0,-1.4611201237821132,-0.27086925376438725,-3.9012750749518146,,-0.6374074981871815,-0.960651418311532
2012-09-11,1.0030658248192326,2.2876012128880414,5.521221318180576,-1.8207603007385815,-5.15069317791056,-7.497114063860375,-0.6053094889987848,-6.611401914932767,-10.0,-1.5662806484021774,0.12321710001197396,-3.9883319698957087,,-1.2462208348385677,-1.4797275025838421
2012-09-12,0.5246278666176393,2.1938480405737475,4.615276926610962,-4.267838755426069,-3.5007815606016806,-7.2332991870216246,-1.9110833157680935,-5.502789290647044,-9.843884661936567,-0.8570807993498917,0.04679205136930987,-4.437946850652426,,0.8034973373658248,0.5458940717130975
2012-09-13,0.48925191374282756,1.609114145743007,4.9862772166212235,-4.3744235944991905,-1.1233222022038942,-6.589192158373446,-1.4889248523977376,-4.578841878469099,-9.396099920805465,-0.8493203903051392,-0.9193451616667374,-4.042630726460019,,-0.03662482422820646,-0.3626390337362996
2012-09-14,-2.7258222609076284,1.4350464945284687,5.3450988217594775,-8.51720114437946,-1.7436402927739592,-5.782526194583346,-3.665356446679979,-6.165905580662776,-8.810219527779937,2.3936169563270915,-0.8492892719561016,-3.4891942493072534,,2.1901438179881425,2.2065850204573403
2012-09-17,-2.48069976194215,2.5874132496283715,4.869923135127739,-7.703929386181072,0.17226055595009915,-5.810589699947753,-3.591786527927651,-4.984131629047594,-8.82890564631696,2.440096133536057,-0.03669699991277149,-3.402054363444098,,2.57231090109826,2.4161897795597254
2012-09-18,-2.6677396025840094,2.5706487089313548,3.9848138861467532,-7.46248289006883,-0.2889430453766769,-5.829270072957115,-3.3205346651689274,-6.061284876317565,-8.603864808575269,2.3940104876696044,-0.03623570251787659,-3.4713322927784738,,2.607606469406271,2.5126414938658916
2012-09-19,-3.360156192719081,2.555372024806513,5.609943700157292,-7.510933470286531,0.1203650760794944,-5.061266783842287,-3.9176073666739484,-5.513130100172013,-8.092698270110443,2.2236642285481327,-0.03602153602872672,-2.5721690899962053,,3.0343266752758895,2.898637802130128
2012-09-20,-2.2640673333445362,2.8692350795889867,5.133410860620817,-6.142472022756572,-1.114010010895124,-5.514853522559331,-4.326473517200538,-6.2563374631538,-8.150389743100387,2.503630252105516,-0.35529938357105223,-2.153933087523691,,2.657430253638579,2.622201384768025
2012-09-21,-3.6530176794691123,3.1806667131372093,3.840191585122307,-6.341222229825845,-1.580815516368105,-5.941173280353872,-4.886282906120599,-5.977834197838703,-8.16882195153469,1.8584845575159825,-0.5254514019038717,-1.5165153165852783,,2.686143570830331,2.562433129419847
2012-09-24,-3.989865244544078,3.4893982779543276,4.22597319683885,-6.168352642622271,-1.8284312337773465,-5.564940436607339,-5.440582599733168,-6.362732297573252,-7.860288148597166,1.7504662721601334,-0.656137711662801,-1.3852358602578243,,3.8156122691994874,3.6834975275144495
2012-09-25,-3.846746838589868,3.545504916046553,4.603604024166629,-5.495068930087567,-1.8542682359152531,-5.401869636180098,-5.163716276754583,-5.729455975883237,-7.766219512701418,1.783108537248134,-0.6668236164218553,-1.4224406400031122,,3.841331565738347,3.666272131835377
2012-09-26,-2.517070042652772,3.3525475823098483,5.383795887214609,-4.1893774472429435,-2.2018112105367833,-5.054479123421154,-4.039370184017527,-5.921262931840541,-7.4216607740701415,2.087129516631612,-0.6187843122985542,-1.3688539916896576,,3.2365503234612296,3.0710744653287043
2012-09-27,-4.341154138145055,3.9091491125555873,4.917806896839011,-5.000731774014799,-1.681762616926756,-5.501171432506981,-3.9266578742887006,-5.620886454077672,-7.50657202769162,1.4383590648715079,-0.6330536552200988,-0.9919662852004318,,3.407697910341325,3.194786648849978
2012-09-28,-4.704920088374592,4.041858568536474,5.685517889699044,-5.037031508089116,-1.9456536397236057,-5.551528066396994,-4.770571006418584,-5.523457057522584,-7.270867069635046,1.341473644562795,-0.6912128969756444,-1.5986760730267546,,4.654815017682278,4.487772859849422
2012-10-02,-4.2730635286065946,4.501965103978651,5.616933308982502,-4.725828731028334,-2.0003197034103457,-5.406483294667085,-4.5478936806702634,-5.358610396809799,-7.082263303455129,1.3701479330530777,-0.881716348386947,-1.5912334518850497,,4.797073272299188,4.620669131446939
2012-10-04,-4.38563829093334,3.303320790763888,3.521761335270993,-4.31361159812556,-3.1407462121090948,-6.020335840652332,-3.86848631061362,-5.594222917269814,-7.271284804705671,1.3075605573308722,-0.44291760255377616,-0.5413865805092491,,4.286079251346148,4.113532641332962
2012-10-05,-6.108388674802559,3.1148636906670153,3.090749982361472,-4.184964002130463,-3.040165286507256,-5.840792748480396,-3.6593793613975487,-5.319924588491681,-7.084126647869948,-0.3962148490568548,-0.4443444784102841,-0.6642484763628624,,4.579538115117105,4.439581340196368
2012-10-08,-5.054052144256849,3.3447833690826827,4.301424971606046,-3.1051160109795557,-2.6161426340614162,-5.678599684619804,-4.219927182016988,-5.267614208233882,-6.936115001134917,-0.0227913420878427,-0.42919873647521856,-1.2436108712972247,,5.572091034892797,5.456084158856973
2012-10-09,-2.4480084202181955,2.071671698390039,4.67635149821685,-3.044613495252479,-1.9936221903603086,-5.346667592191721,-4.401175974201725,-4.977879625476428,-6.490912315586009,-3.2706415961354764,-1.5579929163681054,-1.128517003053381,,5.248903688621226,5.105518315177765
2012-10-10,-0.9020817862487405,0.7968492781433189,2.589139867725385,-0.46223035888160435,-3.689169194869918,-5.775439830262746,-1.91023162273522,-6.278025637143614,-6.607619467142353,-1.4955505655515249,-0.7602003152324519,-0.9451177564295998,,0.811240360918617,0.7971326790813014
2012-10-11,-0.4918853041049005,2.252561204724939,1.3410493050609582,0.7160053761533035,-3.0550048954480546,-6.172278465506835,-1.5905363421782766,-5.780094492228985,-6.80838361785467,-1.2202735106941156,-1.1268200056852142,-0.46187957891572434,,0.2715742173690026,0.1725160653521807
2012-10-12,1.2481903850073741,1.8990129005397627,1.7485317782600966,1.0442469856989398,-1.8688726817479266,-5.809054437940361,-2.118975490676391,-3.1321718298308405,-6.2290980323339715,-2.563524967557945,-1.4369872565442412,-0.30354298582592815,,0.5706581129237217,0.3103424313606899
2012-10-15,1.5958698169209025,0.1788918158017485,1.325240552964939,1.4496801349537758,-1.6716713188119825,-5.454077863710719,-1.037898925038988,-3.2088575780375765,-5.817524756451691,-2.536208191130853,-3.1032974993595346,-0.6159873148472751,,-1.2392682028439868,-1.448491925111215
2012-10-16,3.3311279893286505,1.3804365122418565,0.9022351471074195,0.06484464994942446,-0.828201346560635,-4.926323547093489,-1.5836184286151673,-3.122195239830168,-5.658349214578106,-7.515090326880831,-3.0145362298874803,-1.1067734646669827,,-0.5662299762644528,-0.641471191397964
2012-10-17,2.4542174002514607,0.5956969454581515,1.7381983601795374,-0.8082325382428059,0.14247248131622323,-4.604412762464407,-1.3961052038814517,-2.325852868542316,-5.564025772756862,-6.9839859985585555,-3.9786305986383725,-0.9221391831484753,,-2.4444155803883074,-2.7063134433558016
2012-10-18,1.9632712615972099,1.7170684563142726,0.8956846944210461,-1.5729300948501947,1.0694347625938467,-5.036333002793317,-2.5291448234778375,-2.1557311987099195,-5.706749139364906,-6.5782086713024,-3.7325517197168385,-0.4592361329146445,,-1.7244850983601145,-1.898710261038281
2012-10-19,2.8386790807731055,1.450077191633836,0.04691857217739418,-0.5542606172433892,1.0820164856130279,-4.7021286807698806,-1.0575903837642553,-1.8378264808534917,-5.378060639806408,-6.343241314740235,-3.7505506703466187,-1.3198438312777916,,-2.3419183014113774,-2.565967485617256
2012-10-22,2.484049163679939,2.91824370446198,0.8995670804055764,0.011441690657039726,1.6197326345957874,-4.758526672327054,-0.5831967523294211,-1.7673900904457112,-5.465025104631876,-6.485280013560995,-4.2887298477852775,-1.7822566255231944,,-2.8765688405807044,-3.1480777039815493
2012-10-23,3.425499808432646,3.5932020634542807,3.44204766260913,1.0027397950059698,1.9051353523623016,-4.088345970160827,-1.1079391241852077,-0.8748498048138877,-4.969703853789718,-6.332172413562517,-4.390613114767132,-1.3100053045471332,,-2.708873129124977,-3.0681829524755693
2012-10-24,4.147522373053831,3.139579174636328,2.5758489609622814,1.994389449507235,0.9525609261048398,-4.172747677959718,-0.17701368991631444,-1.194780208343845,-4.981763883636917,-6.081518283588627,-4.06175962690997,-1.4242252934947486,,-3.661055611629635,-4.012091623437235
2012-10-25,3.2859329422561463,3.1221934006910903,2.140529250293999,1.057929177556707,0.8132523688477784,-4.251138812064956,-1.2835033919438605,-0.8245563126052825,-5.021850191404319,-5.589051878501657,-4.0325267174837345,-1.4061839255434416,,-3.142999523940793,-3.5001256570212815
2012-10-26,3.971223203169992,3.278364409316535,0.8511916840115343,3.1764989545228453,0.5561451384776038,-4.505686156170497,0.39938348610582,-1.153047873422053,-5.120952716330418,-4.582707325903422,-4.073371397735673,-1.4127865012394056,,-4.230813521196747,-4.614252241914023
2012-10-29,4.3432627918645315,2.739417149186201,3.4175255856547757,2.6750917633090117,0.3098491347637048,-3.8363995162921953,0.924224486301619,-1.6958706894904956,-4.80822710428105,-4.9322634853987575,-4.060927093346374,-0.9485892018368383,,-3.2628550120347057,-3.6231916022515605
2012-10-30,4.269006697829886,2.986606607844383,2.972375374001739,2.2323278107208253,0.2852061563969689,-4.11893704371428,1.4264687434998244,-1.5989506850108852,-4.823187187965071,-4.864173912407154,-4.090918570118953,-0.7500180338779973,,-3.6933097288261605,-4.024982080132069
2012-10-31,3.4441934925014026,2.7972921702605658,2.9615098387463217,0.9893132372946682,-0.09213713506831761,-4.020576996836492,1.489135240588893,-1.5008708003022146,-4.721468202441335,-4.20114910280333,-4.013493937724187,-0.7466404268425088,,-3.1180778201240273,-3.427220346892187
2012-11-01,4.147129038852862,4.087191248664977,3.374877927440576,2.2154466273112816,0.32719903747320045,-4.487765118315878,2.6185896630991805,-1.2691204197374828,-4.940380655078666,-3.8689424707049422,-4.629041688673316,-1.2840298111398245,,-3.818630790279927,-4.194901862123578
2012-11-02,3.1977197486970805,4.058887610721677,3.358647138171798,0.5363283065911614,0.26837765614575637,-4.382780042406578,1.2665882171951943,-0.7062469208010222,-4.576723322642164,-2.927532978410094,-4.592144407263507,-1.2787701911107907,,-2.6225453967892163,-3.036550221685657
2012-11-05,3.037542145500195,4.117267942522734,3.3427306977369478,1.114728274437486,0.6832010624592835,-4.277595419557144,1.1414379900503089,-0.1631501515414368,-4.480739233312294,-2.972469506762926,-4.534987517565536,-1.2735728131892716,,-3.0593612414428986,-3.5123527834290287
2012-11-06,2.141052755220097,3.4821494514560767,3.324574177783278,-0.4551416178129983,0.4027071284154853,-3.990970710762773,0.03816211217372758,-0.1961150197654451,-4.445717835879797,-2.2469579230245604,-4.519435860112482,-1.2683439154005365,,-1.628519690276025,-1.9997619550355819
2012-11-07,-0.03089204598614527,5.018137124287893,5.443792790384181,-1.1985823433112113,0.5666690689910829,-3.537408817313836,-0.16981692850786384,-0.2366437328768003,-4.178708593108592,-3.6185831937864728,-6.220482766093616,-1.5550522094323376,,-1.25168772037145,-1.583705256239902
2012-11-08,0.5716438098670834,3.6828364954448944,4.546579744349672,0.9165891370072499,-0.6679086174979683,-4.393361319913496,0.7349411418095106,-0.5539045012392875,-4.5224149266161655,-2.841464589004041,-5.402754912435679,-0.22169896703132635,,-0.8919840502065552,-1.2714033066004822
