Date,069500_return,114260_return,153130_return,069500_ma_pos,114260_ma_pos,153130_ma_pos,069500_momentum,114260_momentum,153130_momentum,069500_vol,114260_vol,153130_vol,069500_rs,114260_rs,153130_rs
2012-03-07,,,,,,,,,,,,,,,
2012-03-08,,,,,,,,,,,,,,,
2012-03-09,,,,,,,,,,,,,,,
2012-03-12,,,,,,,,,,,,,,,
2012-03-13,,,,,,,,,,,,,,,
2012-03-14,,,,,,,,,,,,,,,
2012-03-15,,,,,,,,,,,,,,,
2012-03-16,,,,,,,,,,,,,,,
2012-03-19,,,,,,,,,,,,,,,
2012-03-20,,,,,,,,,,,,,,,
2012-03-21,,,,,,,,,,,,,,,
2012-03-22,,,,,,,,,,,,,,,
2012-03-23,,,,,,,,,,,,,,,
2012-03-26,,,,,,,,,,,,,,,
2012-03-27,,,,,,,,,,,,,,,
2012-03-28,,,,,,,,,,,,,,,
2012-03-29,,,,,,,,,,,,,,,
2012-03-30,,,,,,,,,,,,,,,
2012-04-02,,,,,,,,,,,,,,,
2012-04-03,,,,,,,,,,,,,,,
2012-04-04,,,,,,,,,,,,,,,
2012-04-05,,,,,,,,,,,,,,,
2012-04-06,,,,,,,,,,,,,,,
2012-04-09,,,,,,,,,,,,,,,
2012-04-10,,,,,,,,,,,,,,,
2012-04-12,,,,,,,,,,,,,,,
2012-04-13,,,,,,,,,,,,,,,
2012-04-16,,,,,,,,,,,,,,,
2012-04-17,,,,,,,,,,,,,,,
2012-04-18,,,,,,,,,,,,,,,
2012-04-19,,,,,,,,,,,,,,,
2012-04-20,,,,,,,,,,,,,,,
2012-04-23,,,,,,,,,,,,,,,
2012-04-24,,,,,,,,,,,,,,,
2012-04-25,,,,,,,,,,,,,,,
2012-04-26,,,,,,,,,,,,,,,
2012-04-27,,,,,,,,,,,,,,,
2012-04-30,,,,,,,,,,,,,,,
2012-05-02,,,,,,,,,,,,,,,
2012-05-03,,,,,,,,,,,,,,,
2012-05-04,,,,,,,,,,,,,,,
2012-05-07,,,,,,,,,,,,,,,
2012-05-08,,,,,,,,,,,,,,,
2012-05-09,,,,,,,,,,,,,,,
2012-05-10,,,,,,,,,,,,,,,
2012-05-11,,,,,,,,,,,,,,,
2012-05-14,,,,,,,,,,,,,,,
2012-05-15,,,,,,,,,,,,,,,
2012-05-16,,,,,,,,,,,,,,,
2012-05-17,,,,,,,,,,,,,,,
2012-05-18,,,,,,,,,,,,,,,
2012-05-21,,,,,,,,,,,,,,,
2012-05-22,,,,,,,,,,,,,,,
2012-05-23,,,,,,,,,,,,,,,
2012-05-24,,,,,,,,,,,,,,,
2012-05-25,,,,,,,,,,,,,,,
2012-05-29,,,,,,,,,,,,,,,
2012-05-30,,,,,,,,,,,,,,,
2012-05-31,,,,,,,,,,,,,,,
2012-06-01,,,,,,,,,,,,,,,
2012-06-04,,,,,,,,,,,,,,,
2012-06-05,,,,,,,,,,,,,,,
2012-06-07,,,,,,,,,,,,,,,
2012-06-08,,,,,,,,,,,,,,,
2012-06-11,,,,,,,,,,,,,,,
2012-06-12,,,,,,,,,,,,,,,
2012-06-13,,,,,,,,,,,,,,,
2012-06-14,,,,,,,,,,,,,,,
2012-06-15,,,,,,,,,,,,,,,
2012-06-18,,,,,,,,,,,,,,,
2012-06-19,,,,,,,,,,,,,,,
2012-06-20,,,,,,,,,,,,,,,
2012-06-21,,,,,,,,,,,,,,,
2012-06-22,,,,,,,,,,,,,,,
2012-06-25,,,,,,,,,,,,,,,
2012-06-26,,,,,,,,,,,,,,,
2012-06-27,,,,,,,,,,,,,,,
2012-06-28,,,,,,,,,,,,,,,
2012-06-29,,,,-0.6828448558815157,-0.7741466514600446,-4.618982749589963,,,,,,,,,
2012-07-02,-3.338698010553263,6.176526477481402,8.271207092601296,-0.5591907141072388,0.9647940040344658,-4.332488401407216,,,,3.805868907316457,3.611609423852402,-6.656103538039499,,,
2012-07-03,-6.612618669291836,6.602141448320343,10.0,-1.935102568860524,-0.1356664599917453,-3.79378827656655,-1.239091426149968,-2.674310395191991,-5.366551372646128,2.231945469838244,3.115307114618372,-6.488793099670024,,4.459189757067225,4.311574227066499
2012-07-04,-5.909426809449045,4.279719831114838,9.518054433599126,-2.770822485047056,-1.890710896915998,-3.851928639625058,-2.935787884061214,-2.769654618335903,-5.171457440510936,2.05968157594116,3.284490947917075,-6.273723484604927,,7.257288092912844,7.209760929091312
2012-07-05,-3.10469087468149,2.486364728599951,9.050288915322252,-2.550506935993473,-3.54023077286006,-4.482838683666027,-1.259373414310782,-3.639989427506105,-5.479894471770416,0.3898995992822804,3.554254105683951,-6.115199327903031,,5.808345496585194,5.833270038142667
2012-07-06,-2.547344804601903,3.393099660873042,6.547792795364486,-0.7250651461593711,-4.660196425890637,-4.502387410026689,1.021787208405795,-5.159678846417075,-5.215405263689046,0.6313438751067315,2.73438087787114,-6.362160367572129,,2.207150175499677,2.20934294011116
2012-07-09,0.3230393064241431,-0.9508146682826697,6.379217781441866,1.142700508200267,-5.825850769456427,-4.233456387795544,2.218990714321196,-5.6604680215553,-4.822596310144107,0.03124040377415756,-1.034959329211822,-6.189805083004936,,1.625663303984259,1.55927732806618
2012-07-10,-0.005015071673842179,0.9433224697310603,4.064083426534544,1.633175828838313,-4.756903508928314,-4.257121649072097,3.662006462324234,-6.268215658858997,-4.800050435720435,-0.05962854585808026,-1.503853510590565,-6.522655339999687,,-0.5566796337348098,-0.5308569371333596
2012-07-11,0.5589849122845008,-0.7000895860976765,5.092136006143707,1.700353081879712,-4.927508022511146,-4.001786783184497,2.666693133757319,-5.667084818733995,-4.710050172460902,-0.1335718181691554,-2.2498005184603,-6.296377578100724,,0.01426748513138921,-0.00936676757487969
2012-07-12,2.775389345234895,-9.732288681940357,-5.90129181664819,4.788245482165991,-10.0,-7.304334387932836,5.020143772167519,-10.0,-6.330179611370226,0.6885407009491926,10.0,10.0,,-2.885361402345135,-2.308526061672059
2012-07-13,0.9388243676745731,-10.0,-9.775469430987515,2.140259588945488,-10.0,-7.843978991546221,3.413541279716314,-10.0,-6.231673135394082,1.282747274620688,10.0,10.0,,-1.922427273819923,-1.3840018936359
2012-07-16,2.423239955677741,-10.0,-8.366288088734509,1.185904652927172,-10.0,-6.764041781425245,3.169750302618803,-10.0,-5.745354712198647,0.1283215848748188,10.0,10.0,,-1.093231404309084,-0.5013584095211429
2012-07-17,2.193305383250796,-10.0,-10.0,0.3224801434896102,-10.0,-6.799408991830765,3.485558767700975,-10.0,-6.016005225671925,0.1776742393238963,10.0,10.0,,-2.736115659548601,-2.042552378099101
2012-07-18,3.979497811297391,-10.0,-8.442909009586286,2.316301473504173,-10.0,-6.32512170876188,4.818869112278923,-10.0,-5.877181623968482,0.3016954303484603,10.0,9.784459121561165,,-4.035374734369136,-3.346781534297477
2012-07-19,1.676895457263547,-10.0,-10.0,-0.8560526275454937,-10.0,-7.38082159126602,3.859725546581776,-10.0,-6.458446209913741,1.155492693207907,10.0,10.0,,-3.201131257890634,-2.406423007551445
2012-07-20,-1.324605370125165,-8.84150819350527,-8.399646078997044,-1.285121968258172,-9.20872557742329,-6.362047535415743,3.09453335037701,-9.405848180203021,-5.722611311250888,-1.038128527134556,10.0,10.0,,-2.149052173497162,-1.437834533491686
2012-07-23,-0.7684528359769702,-10.0,-10.0,2.167803727043473,-10.0,-6.868971974604876,2.848688470588566,-10.0,-6.113545297771185,-0.4764094534318281,10.0,10.0,,-1.397330994403122,-0.5594388722007355
2012-07-24,-1.572893562423873,-10.0,-9.773962165650198,1.412788443305147,-10.0,-5.882585125334318,1.579997984890342,-9.804044010613099,-5.788762205386893,-0.4939726159262202,9.861557334419276,10.0,,0.2437956402390455,1.171215951476641
