Date,signal_date,method,069500_direction,069500_intensity,069500_signal,114260_direction,114260_intensity,114260_signal,153130_direction,153130_intensity,153130_signal,069500_return,114260_return,153130_return
2012-04-30,2012-03-31,rank,0.0,0.0,watch,0.0,0.0,watch,0.0,0.0,watch,-0.0054213835878923,0.0069837582452658,0.0029396559912902
2012-05-31,2012-04-30,rank,0.0,0.0,watch,0.0,0.0,watch,0.0,0.0,watch,-0.0775457149011132,0.0064669004855515,0.0031296601460102
2012-06-30,2012-05-31,rank,0.0,0.0,watch,0.0,0.0,watch,0.0,0.0,watch,0.0036729350338864,0.0027825436730266,0.0025256213941011
2012-07-31,2012-06-30,rank,0.0066666666666666,0.0066666666666666,watch,-0.0533333333333333,0.0533333333333333,watch,-0.0733333333333333,0.0733333333333333,watch,0.0203544329163596,0.0148272970192993,0.0036059267236208
2012-08-31,2012-07-31,rank,-0.381757753688648,0.5398441734417344,buy,-0.0971394158386028,0.7972628726287263,watch,-0.0971996386630532,0.8073230954531766,watch,0.0,0.0049010846432129,0.0024118560454891
2012-09-30,2012-08-31,rank,-0.3134846022053332,0.3174061708327842,buy,-0.068866874606452,0.4582824466605163,watch,-0.1452115274788032,0.5772693991711696,watch,0.0492522830658794,0.0015011145137104,0.0020131453485541
2012-10-31,2012-09-30,rank,-0.4178651120197083,0.4504120932272252,buy,0.0787564544074842,0.5741557140584627,watch,0.0076833782615985,0.6289153155941924,watch,-0.0459900845948614,0.0028636288143759,0.0024010393244751
2012-11-30,2012-10-31,rank,0.1266342469790745,0.3099675803124079,watch,-0.2578124748814404,0.4855902526592182,watch,-0.1828758406344613,0.4439869517455724,watch,0.0181274824644415,0.0005526601679428,0.002199922678292
2012-12-31,2012-11-30,rank,-0.4471786328766345,0.4496028753008769,buy,0.3269882578763611,0.5872292217317828,caution,0.4115338217322201,0.6092474853141471,caution,0.04128335954434,0.0018804320839453,0.0021679992402836
2013-01-31,2012-12-31,rank,-0.6794462316914206,0.6816320240411474,buy,0.3080229623779161,0.3080229623779161,caution,-0.0046967566283317,0.3170749937392845,watch,-0.0214205303223292,0.0038054940276317,0.0022986665824362
2013-02-28,2013-01-31,rank,-0.1215730283094304,0.3681844419963828,watch,0.0316023707303346,0.562883450531424,watch,0.0761910448990517,0.3898283725766764,watch,0.0391708260089638,0.0062873214998482,0.0024930720549902
2013-03-31,2013-02-28,rank,-0.4828585826661048,0.4846442969518191,buy,-0.3422186402584632,0.5886472116870347,buy,-0.2161319707824132,0.4697033993538417,watch,-0.0184776980627648,0.0060756599777649,0.0021879679257879
2013-04-30,2013-03-31,rank,-0.1426281460205033,0.2438593270174923,watch,-0.3754416600706656,0.393400843744135,buy,-0.0423920771827323,0.3264737098357935,watch,-0.0289920878037777,0.0019260737903632,0.0019356228412532
2013-05-31,2013-04-30,rank,0.042063492063492,0.0769841269841269,watch,0.0968253968253968,0.4587301587301587,watch,0.3031746031746032,0.4301587301587302,caution,0.0212975284789891,-0.0059501696783922,0.002179504118374
2013-06-30,2013-05-31,rank,-0.2515873015873016,0.2531746031746032,watch,0.8333333333333335,0.8333333333333335,caution,0.3888888888888888,0.3888888888888888,caution,-0.0751868145697149,-0.0027815102413601,0.0018283197274895
2013-07-31,2013-06-30,rank,0.7103174603174602,0.7103174603174602,caution,0.5539682539682541,0.9317460317460318,caution,0.1825396825396825,0.5634920634920636,watch,0.0262783566995459,0.0019573416843121,0.0020720547253576
2013-08-31,2013-07-31,rank,0.0214285714285714,0.3198412698412698,watch,0.4857142857142857,0.5301587301587302,caution,0.5507936507936507,0.6047619047619047,caution,0.012109233327797,0.0035347062412296,0.0022151792474771
2013-09-30,2013-08-31,rank,0.0595238095238094,0.3642857142857142,watch,0.1142857142857142,0.3079365079365079,watch,0.2809523809523809,0.5888888888888889,watch,0.0398804254080149,0.0050146295957835,0.0020141720884425
2013-10-31,2013-09-30,rank,-0.638888888888889,0.6404761904761905,buy,0.0476190476190476,0.6190476190476191,watch,0.2571428571428572,0.4666666666666666,watch,0.0239690380112991,0.0026863237160399,0.0022548568571596
2013-11-30,2013-10-31,rank,-0.4039682539682541,0.4055555555555555,buy,-0.092063492063492,0.3079365079365079,watch,-0.0047619047619047,0.3031746031746031,watch,0.0089890621390866,-0.0038801035216737,0.0018587070026085
2013-12-31,2013-11-30,rank,-0.1214285714285714,0.4214285714285714,watch,0.3111111111111111,0.4476190476190477,caution,0.192063492063492,0.5,watch,-0.0103937474507039,0.005943899396779,0.0021304572044844
2014-01-31,2013-12-31,rank,-0.3007936507936508,0.3976190476190476,buy,-0.2904761904761905,0.4206349206349206,watch,-0.2031746031746031,0.2412698412698413,watch,-0.0423854651829609,0.0023248371552566,0.0020983535714025
2014-02-28,2014-01-31,rank,0.4484126984126984,0.4484126984126984,caution,-0.2619047619047619,0.2873015873015873,watch,-0.3746031746031745,0.3968253968253968,buy,0.0178221093841528,0.0037104269757859,0.0018943985644792
2014-03-31,2014-02-28,rank,-0.223015873015873,0.2246031746031745,watch,-0.2968253968253968,0.5063492063492063,watch,0.1079365079365079,0.3714285714285714,watch,0.0001923815024045,0.0026054904334991,0.001990538465997
2014-04-30,2014-03-31,rank,-0.1865079365079365,0.242063492063492,watch,-0.1174603174603174,0.1841269841269841,watch,0.1047619047619047,0.2063492063492063,watch,-0.0092767257644506,0.0018528486261917,0.002284463624024
2014-05-31,2014-04-30,rank,0.0277777777777777,0.4055555555555555,watch,-0.3396825396825397,0.3396825396825397,buy,-0.2380952380952381,0.3206349206349206,watch,0.0190085167923896,0.0048085128058923,0.0018332401903533
2014-06-30,2014-05-31,rank,-0.1880952380952381,0.2182539682539682,watch,-0.2238095238095238,0.6206349206349207,watch,0.0047619047619047,0.2111111111111111,watch,0.0,0.0063832101648466,0.0021762290889288
2014-07-31,2014-06-30,rank,-0.0055555555555555,0.1373015873015872,watch,-0.7333333333333333,0.7333333333333333,buy,-0.5285714285714286,0.5285714285714286,buy,0.0384255943707325,0.0063659183140969,0.00310903401094
2014-08-31,2014-07-31,rank,-0.6087301587301588,0.6103174603174604,buy,-0.2523809523809523,0.5317460317460317,watch,-0.2809523809523809,0.8396825396825396,watch,-0.0188959949758619,0.0028419327129107,0.0019188461944683
2014-09-30,2014-08-31,rank,0.0992063492063491,0.3214285714285714,watch,-0.5746031746031746,0.657142857142857,buy,-0.1952380952380952,0.7285714285714286,watch,-0.0326659886102788,0.008170665742186,0.0024550715746212
2014-10-31,2014-09-30,rank,0.3309523809523809,0.7055555555555556,caution,-0.7825396825396825,0.7825396825396825,buy,-0.5158730158730159,0.8873015873015874,buy,-0.0251805594225918,0.0076531168340323,0.0023021972961079
2014-11-30,2014-10-31,rank,0.45,0.45,caution,-0.519047619047619,0.7317460317460318,buy,-0.3857142857142857,0.5095238095238095,buy,0.0126151342025546,0.0030741487075351,0.0016618854805956
2014-12-31,2014-11-30,rank,-0.1277777777777778,0.4023809523809524,watch,-0.1428571428571428,0.4888888888888889,watch,0.4222222222222223,0.5174603174603175,caution,-0.0243227042192465,0.0010998450132093,0.001304723261307
2015-01-31,2014-12-31,rank,0.426190476190476,0.426190476190476,caution,0.0444444444444445,0.419047619047619,watch,0.3841269841269842,0.7365079365079366,caution,0.027766510520665,0.006721156254613,0.0021993341253787
2015-02-28,2015-01-31,rank,-0.1785714285714286,0.4055555555555555,watch,0.0095238095238095,0.580952380952381,watch,0.6857142857142857,0.6857142857142857,caution,0.0023664331626409,-0.0003610797883102,0.001296862270518
2015-03-31,2015-02-28,rank,-0.2087301587301587,0.3722222222222221,watch,0.2587301587301587,0.3761904761904761,watch,0.5365079365079367,0.5365079365079367,caution,0.0200665203411694,0.0104838400263882,0.0026399913158514
2015-04-30,2015-03-31,rank,-0.2833333333333332,0.3357142857142857,watch,-0.6238095238095237,0.6428571428571428,buy,0.0047619047619047,0.3857142857142857,watch,0.0402260347460756,-0.0031389873945935,0.001390931876295
2015-05-31,2015-04-30,rank,-0.623015873015873,0.6246031746031746,buy,0.8539682539682539,0.8539682539682539,caution,0.6174603174603175,0.9412698412698411,caution,-0.0225139650815804,0.0041385811833816,0.0012401303416733
2015-06-30,2015-05-31,rank,0.2563492063492062,0.4341269841269841,watch,0.2333333333333332,0.5507936507936507,watch,0.2603174603174603,0.7269841269841271,watch,-0.0343567471282674,-0.0002661932421346,0.001635284262359
